loan_id,customer_id,asset_type,loan_amount,interest_rate,loan_term_months,credit_score,annual_income,days_past_due,ltv,unemployment_rate,default_probability,default_flag,lgd,ead,ecl,stage
LN000204,CUST000204,Structured Credit,5758.83,10.3,48,835,698570.65,60,40.57,5.59,0.02,0,0.35,5758.83,40.31,2
LN000205,CUST000205,Mortgage,47660.73,5.77,48,770,1475920.51,0,76.16,6.39,0.02,0,0.25,47660.73,238.3,1
LN000206,CUST000206,Auto Loan,33983.25,10.87,240,711,2440958.44,30,89.29,5.77,0.06,0,0.4,33983.25,815.6,2
LN000207,CUST000207,Auto Loan,25327.65,8.89,360,732,1814044.86,0,77.8,8.08,0.05,0,0.25,25327.65,316.6,1
LN000208,CUST000208,Mortgage,43065.23,9.83,120,814,1356430.41,120,87.17,3.16,0.21,0,0.4,43065.23,3617.48,3
LN000209,CUST000209,Auto Loan,34812.0,11.8,240,681,1998057.17,30,87.99,4.26,0.06,0,0.4,34812.0,835.49,2
LN000210,CUST000210,Auto Loan,79973.15,5.59,360,669,1909322.06,120,91.06,8.29,0.24,1,0.4,79973.15,7677.42,3
LN000211,CUST000211,Mortgage,38571.83,11.31,360,768,2256404.79,0,56.0,3.35,0.02,0,0.25,38571.83,192.86,1
LN000212,CUST000212,Mortgage,21528.95,5.88,180,709,710505.13,120,92.28,4.36,0.21,0,0.4,21528.95,1808.43,3
LN000213,CUST000213,Mortgage,72628.77,7.75,120,849,2182474.55,30,79.25,5.11,0.02,0,0.25,72628.77,363.14,2
LN000214,CUST000214,Auto Loan,31194.85,10.96,360,658,927308.7,90,57.38,7.5,0.2,0,0.25,31194.85,1559.74,3
LN000215,CUST000215,Mortgage,52500.38,11.34,120,787,2367247.59,0,99.24,6.36,0.06,0,0.4,52500.38,1260.01,1
LN000216,CUST000216,Auto Loan,25998.98,8.54,48,842,882396.59,0,97.01,8.73,0.09,1,0.4,25998.98,935.96,1
LN000217,CUST000217,Auto Loan,23043.09,9.16,48,616,2335409.22,120,74.47,4.37,0.23,0,0.25,23043.09,1324.98,3
LN000218,CUST000218,Mortgage,38519.42,9.96,48,736,2418529.11,0,90.59,8.23,0.09,0,0.4,38519.42,1386.7,1
LN000219,CUST000219,Mortgage,36643.09,10.83,36,585,577355.55,30,55.69,4.7,0.08,0,0.25,36643.09,732.86,2
LN000220,CUST000220,Structured Credit,50811.55,5.85,180,598,2442624.74,30,64.96,4.47,0.08,0,0.35,50811.55,1422.72,2
LN000221,CUST000221,Mortgage,30089.99,10.67,120,805,442876.68,0,51.04,5.99,0.02,0,0.25,30089.99,150.45,1
LN000222,CUST000222,Mortgage,10042.17,8.37,180,656,741777.52,0,71.21,3.43,0.02,0,0.25,10042.17,50.21,1
LN000223,CUST000223,Auto Loan,26824.16,8.15,360,557,1249379.76,0,69.76,5.31,0.08,0,0.25,26824.16,536.48,1
LN000224,CUST000224,Auto Loan,63302.05,7.97,120,785,2485594.07,0,52.77,5.13,0.02,0,0.25,63302.05,316.51,1
LN000225,CUST000225,Auto Loan,29490.89,8.56,120,727,1349266.87,0,80.37,3.96,0.06,0,0.4,29490.89,707.78,1
LN000226,CUST000226,Auto Loan,30562.58,11.62,240,791,1488421.25,0,47.07,8.16,0.05,0,0.25,30562.58,382.03,1
LN000227,CUST000227,Structured Credit,72436.35,8.84,120,590,1812456.14,0,43.7,5.32,0.08,0,0.35,72436.35,2028.22,1
LN000228,CUST000228,Auto Loan,22062.15,11.67,120,794,2428660.51,120,63.09,8.89,0.2,1,0.25,22062.15,1103.11,3
LN000229,CUST000229,Structured Credit,12333.05,6.26,60,662,2012540.65,0,64.59,8.4,0.05,1,0.35,12333.05,215.83,1
LN000230,CUST000230,Mortgage,32453.33,10.07,60,805,754346.51,0,59.18,4.17,0.02,0,0.25,32453.33,162.27,1
LN000231,CUST000231,Mortgage,25876.18,10.69,240,715,931729.59,60,55.48,6.03,0.02,0,0.25,25876.18,129.38,2
LN000232,CUST000232,Mortgage,18464.91,9.75,36,627,469663.54,0,60.33,6.61,0.08,0,0.25,18464.91,369.3,1
LN000233,CUST000233,Mortgage,32120.03,9.25,48,756,1700017.82,90,49.8,7.91,0.2,0,0.25,32120.03,1606.0,3
LN000234,CUST000234,Mortgage,51228.64,8.95,360,745,656665.69,30,64.21,8.31,0.05,1,0.25,51228.64,640.36,2
LN000235,CUST000235,Auto Loan,36080.15,11.03,360,613,829161.0,30,94.28,6.74,0.12,0,0.4,36080.15,1731.85,2
LN000236,CUST000236,Mortgage,45021.11,10.75,120,689,2248255.72,0,53.47,3.21,0.02,0,0.25,45021.11,225.11,1
LN000237,CUST000237,Auto Loan,129234.7,5.86,180,591,985200.27,120,81.07,5.89,0.27,0,0.4,129234.7,13957.35,3
LN000238,CUST000238,Auto Loan,28566.35,10.94,360,758,1524955.12,60,48.51,8.31,0.05,0,0.25,28566.35,357.08,2
LN000239,CUST000239,Mortgage,44127.75,7.9,60,622,1144523.52,0,61.23,7.28,0.11,0,0.25,44127.75,1213.51,1
LN000240,CUST000240,Auto Loan,25426.59,6.78,48,702,416570.4,90,59.27,8.22,0.2,0,0.25,25426.59,1271.33,3
LN000241,CUST000241,Structured Credit,20081.38,11.09,36,684,1066443.62,90,96.22,7.04,0.24,0,0.5,20081.38,2409.77,3
LN000242,CUST000242,Structured Credit,24114.4,8.02,48,813,1168153.46,30,65.68,3.26,0.02,0,0.35,24114.4,168.8,2
LN000243,CUST000243,Structured Credit,25974.46,10.66,120,765,2265327.48,0,81.43,8.81,0.09,0,0.5,25974.46,1168.85,1
LN000244,CUST000244,Auto Loan,46706.24,6.84,48,758,980013.97,60,76.15,8.51,0.05,0,0.25,46706.24,583.83,2
LN000245,CUST000245,Auto Loan,188029.29,5.03,120,753,1103292.52,120,48.46,3.76,0.17,1,0.25,188029.29,7991.24,3
LN000246,CUST000246,Structured Credit,21999.38,8.47,240,659,2011517.73,0,96.37,3.68,0.06,0,0.5,21999.38,659.98,1
LN000247,CUST000247,Mortgage,27129.1,5.7,60,580,1957652.47,120,60.75,6.23,0.23,0,0.25,27129.1,1559.92,3
LN000248,CUST000248,Structured Credit,34745.8,10.28,60,561,2046141.87,90,42.69,7.54,0.26,0,0.35,34745.8,3161.87,3
LN000249,CUST000249,Structured Credit,47909.03,6.93,120,676,2395984.17,0,58.03,5.29,0.02,0,0.35,47909.03,335.36,1
LN000250,CUST000250,Structured Credit,43673.01,8.11,180,743,2040004.37,60,60.14,3.82,0.02,0,0.35,43673.01,305.71,2
LN000251,CUST000251,Auto Loan,89220.58,5.61,60,689,1167118.46,120,45.56,6.06,0.17,0,0.25,89220.58,3791.87,3
LN000252,CUST000252,Auto Loan,6644.37,7.01,180,576,2098394.16,90,77.2,5.03,0.23,0,0.25,6644.37,382.05,3
LN000253,CUST000253,Structured Credit,6830.47,10.47,120,595,1394517.92,120,60.81,5.11,0.23,0,0.35,6830.47,549.85,3
LN000254,CUST000254,Auto Loan,25665.05,6.06,240,684,874856.57,0,77.75,6.87,0.02,0,0.25,25665.05,128.33,1
LN000255,CUST000255,Auto Loan,78284.91,9.53,120,607,931563.4,60,40.4,8.31,0.11,0,0.25,78284.91,2152.84,2
LN000256,CUST000256,Mortgage,12137.39,11.42,240,562,753645.37,60,98.92,6.35,0.12,0,0.4,12137.39,582.59,2
LN000257,CUST000257,Structured Credit,4423.37,9.76,360,649,576234.16,0,50.23,7.13,0.11,0,0.35,4423.37,170.3,1
LN000258,CUST000258,Mortgage,54166.92,10.68,60,598,665103.43,0,79.56,6.96,0.08,0,0.25,54166.92,1083.34,1
LN000259,CUST000259,Mortgage,43069.06,5.76,180,840,392150.61,0,82.95,6.31,0.06,0,0.4,43069.06,1033.66,1
LN000260,CUST000260,Auto Loan,16930.2,6.76,120,643,2249014.45,0,50.3,4.86,0.08,0,0.25,16930.2,338.6,1
LN000261,CUST000261,Mortgage,18217.21,11.26,360,644,2344767.57,120,46.7,5.27,0.23,0,0.25,18217.21,1047.49,3
LN000262,CUST000262,Structured Credit,18419.76,10.01,60,694,1570233.38,0,49.15,4.89,0.02,0,0.35,18419.76,128.94,1
LN000263,CUST000263,Auto Loan,39236.97,9.48,360,621,2141101.5,90,54.81,8.5,0.26,1,0.25,39236.97,2550.4,3
LN000264,CUST000264,Mortgage,23425.47,9.65,240,559,663034.98,90,50.09,7.96,0.26,0,0.25,23425.47,1522.66,3
LN000265,CUST000265,Structured Credit,51320.46,7.9,120,711,2278766.11,0,80.44,6.48,0.06,0,0.5,51320.46,1539.61,1
LN000266,CUST000266,Mortgage,4923.43,5.31,360,763,1389313.51,120,65.25,8.47,0.2,0,0.25,4923.43,246.17,3
LN000267,CUST000267,Mortgage,19934.43,10.49,360,553,401121.23,0,72.27,8.32,0.11,0,0.25,19934.43,548.2,1
LN000268,CUST000268,Mortgage,16510.67,9.75,240,773,567953.68,90,42.84,8.57,0.2,0,0.25,16510.67,825.53,3
LN000269,CUST000269,Auto Loan,30350.3,8.31,48,578,945197.04,0,91.67,4.33,0.12,0,0.4,30350.3,1456.81,1
LN000270,CUST000270,Auto Loan,24918.52,11.3,240,752,348004.56,60,50.23,7.31,0.05,0,0.25,24918.52,311.48,2
LN000271,CUST000271,Structured Credit,63480.66,7.35,48,626,945910.1,60,61.61,6.66,0.08,0,0.35,63480.66,1777.46,2
LN000272,CUST000272,Structured Credit,9881.94,7.06,60,608,384843.47,0,44.31,7.4,0.11,0,0.35,9881.94,380.45,1
LN000273,CUST000273,Structured Credit,37490.54,11.11,120,745,781062.11,120,48.21,4.58,0.17,0,0.35,37490.54,2230.69,3
LN000274,CUST000274,Structured Credit,53682.13,10.58,360,656,847756.95,0,79.95,7.17,0.05,0,0.35,53682.13,939.44,1
LN000275,CUST000275,Mortgage,133206.15,8.6,60,558,2487330.2,90,81.56,5.46,0.27,0,0.4,133206.15,14386.26,3
LN000276,CUST000276,Mortgage,25919.84,5.92,36,569,779980.02,60,80.62,8.0,0.15,0,0.4,25919.84,1555.19,2
LN000277,CUST000277,Mortgage,45575.29,6.51,240,698,788169.51,0,73.13,7.77,0.05,0,0.25,45575.29,569.69,1
LN000278,CUST000278,Mortgage,10273.22,9.59,60,566,1795275.18,0,97.15,4.27,0.12,0,0.4,10273.22,493.11,1
LN000279,CUST000279,Mortgage,6806.48,7.7,60,561,2183554.33,30,70.43,4.1,0.08,1,0.25,6806.48,136.13,2
LN000280,CUST000280,Mortgage,65600.73,10.86,360,631,1120874.68,60,66.96,7.31,0.11,0,0.25,65600.73,1804.02,2
LN000281,CUST000281,Structured Credit,36174.43,11.65,48,616,2220140.54,60,54.85,6.3,0.08,0,0.35,36174.43,1012.88,2
LN000282,CUST000282,Auto Loan,82864.24,10.64,240,682,1015319.55,0,45.93,6.34,0.02,0,0.25,82864.24,414.32,1
LN000283,CUST000283,Auto Loan,13885.74,7.64,48,602,693285.73,120,72.89,7.52,0.26,1,0.25,13885.74,902.57,3
LN000284,CUST000284,Auto Loan,52257.12,10.52,120,755,991687.35,0,58.89,8.13,0.05,0,0.25,52257.12,653.21,1
LN000285,CUST000285,Mortgage,134345.82,7.46,60,782,1621051.84,120,71.44,4.43,0.17,0,0.25,134345.82,5709.7,3
LN000286,CUST000286,Auto Loan,48717.52,6.17,240,603,1076072.11,0,52.37,6.33,0.08,0,0.25,48717.52,974.35,1
LN000287,CUST000287,Mortgage,44073.2,5.23,60,617,1764011.06,0,90.29,7.97,0.15,0,0.4,44073.2,2644.39,1
LN000288,CUST000288,Mortgage,36533.66,7.7,120,840,783105.73,0,99.98,8.24,0.09,0,0.4,36533.66,1315.21,1
LN000289,CUST000289,Auto Loan,12093.01,11.32,180,718,1827234.01,0,59.34,4.72,0.02,0,0.25,12093.01,60.47,1
LN000290,CUST000290,Mortgage,93798.21,6.67,120,710,1031736.32,0,90.54,3.62,0.06,0,0.4,93798.21,2251.16,1
LN000291,CUST000291,Auto Loan,23680.32,6.45,48,564,1275703.84,30,92.38,4.4,0.12,0,0.4,23680.32,1136.66,2
LN000292,CUST000292,Auto Loan,51696.13,11.79,48,740,1504926.57,30,99.76,8.67,0.09,0,0.4,51696.13,1861.06,2
LN000293,CUST000293,Structured Credit,12159.62,5.18,60,564,1794006.26,0,60.56,5.77,0.08,0,0.35,12159.62,340.47,1
LN000294,CUST000294,Auto Loan,15904.83,10.5,48,836,787105.81,30,85.36,5.51,0.06,0,0.4,15904.83,381.72,2
LN000295,CUST000295,Auto Loan,99167.06,7.25,240,559,2130877.46,90,53.73,3.08,0.23,1,0.25,99167.06,5702.11,3
LN000296,CUST000296,Mortgage,28478.04,5.26,120,606,1874146.19,30,77.49,3.31,0.08,0,0.25,28478.04,569.56,2
LN000297,CUST000297,Mortgage,100437.69,11.42,60,748,776720.32,0,82.29,7.01,0.09,0,0.4,100437.69,3615.76,1
LN000298,CUST000298,Auto Loan,34380.28,5.98,120,710,2443692.77,0,84.47,6.54,0.06,0,0.4,34380.28,825.13,1
LN000299,CUST000299,Mortgage,10003.31,8.86,120,812,1745793.23,30,52.43,6.45,0.02,0,0.25,10003.31,50.02,2
LN000300,CUST000300,Auto Loan,67808.8,6.92,60,802,1267960.49,0,90.92,3.66,0.06,0,0.4,67808.8,1627.41,1
LN000301,CUST000301,Auto Loan,24030.41,5.46,360,668,604436.48,120,65.26,5.11,0.17,0,0.25,24030.41,1021.29,3
LN000302,CUST000302,Mortgage,59224.0,5.35,180,629,1449747.26,0,52.98,7.87,0.11,0,0.25,59224.0,1628.66,1
LN000303,CUST000303,Mortgage,36962.07,5.81,360,673,620745.75,120,72.55,4.05,0.17,0,0.25,36962.07,1570.89,3
LN000304,CUST000304,Mortgage,12330.33,5.5,48,621,1216356.28,60,91.8,8.3,0.15,0,0.4,12330.33,739.82,2
LN000305,CUST000305,Mortgage,40741.66,10.32,36,717,1169603.18,30,98.03,3.73,0.06,0,0.4,40741.66,977.8,2
LN000306,CUST000306,Structured Credit,168949.68,8.4,360,833,1869864.2,0,84.89,4.01,0.06,0,0.5,168949.68,5068.49,1
LN000307,CUST000307,Mortgage,51281.77,7.4,36,585,682862.16,30,40.34,5.87,0.08,0,0.25,51281.77,1025.64,2
LN000308,CUST000308,Auto Loan,34882.4,7.93,36,724,2099210.55,0,48.08,8.67,0.05,0,0.25,34882.4,436.03,1
LN000309,CUST000309,Mortgage,77090.89,11.5,48,748,983797.74,90,44.58,4.98,0.17,0,0.25,77090.89,3276.36,3
LN000310,CUST000310,Auto Loan,42085.89,11.38,180,665,1248974.41,0,46.07,6.95,0.02,0,0.25,42085.89,210.43,1
LN000311,CUST000311,Mortgage,42052.49,10.01,120,769,1987767.19,0,62.98,6.53,0.02,0,0.25,42052.49,210.26,1
LN000312,CUST000312,Auto Loan,16913.42,11.19,60,615,1657132.9,120,60.31,3.9,0.23,1,0.25,16913.42,972.52,3
LN000313,CUST000313,Auto Loan,42774.34,7.24,180,814,943057.04,120,46.82,4.49,0.17,0,0.25,42774.34,1817.91,3
LN000314,CUST000314,Structured Credit,74967.53,7.67,36,683,1118956.58,60,92.93,8.58,0.09,0,0.5,74967.53,3373.54,2
LN000315,CUST000315,Structured Credit,20226.65,9.3,240,668,938020.33,120,76.93,4.11,0.17,0,0.35,20226.65,1203.49,3
LN000316,CUST000316,Mortgage,98434.54,9.37,48,671,1588232.88,0,87.79,7.17,0.09,0,0.4,98434.54,3543.64,1
LN000317,CUST000317,Mortgage,34057.51,8.37,360,636,998405.2,0,62.29,8.79,0.11,0,0.25,34057.51,936.58,1
LN000318,CUST000318,Auto Loan,19507.64,7.8,48,838,1882819.81,120,64.61,3.72,0.17,1,0.25,19507.64,829.07,3
LN000319,CUST000319,Auto Loan,73009.33,11.9,360,686,1554521.11,90,59.06,5.4,0.17,0,0.25,73009.33,3102.9,3
LN000320,CUST000320,Auto Loan,29710.15,10.75,60,602,577839.88,0,66.31,4.34,0.08,0,0.25,29710.15,594.2,1
LN000321,CUST000321,Mortgage,61800.11,8.04,240,754,948104.39,30,76.62,4.33,0.02,0,0.25,61800.11,309.0,2
LN000322,CUST000322,Mortgage,29607.08,10.09,120,600,748256.74,0,69.58,3.71,0.08,0,0.25,29607.08,592.14,1
LN000323,CUST000323,Mortgage,34826.08,6.89,180,589,1128204.73,120,90.28,6.9,0.27,1,0.4,34826.08,3761.22,3
LN000324,CUST000324,Auto Loan,51302.37,5.7,240,799,1410964.19,0,94.01,7.48,0.09,1,0.4,51302.37,1846.89,1
LN000325,CUST000325,Structured Credit,44517.07,7.47,180,767,1390216.43,90,68.18,7.06,0.2,0,0.35,44517.07,3116.19,3
LN000326,CUST000326,Mortgage,8983.35,7.82,180,728,1947678.27,0,54.38,8.55,0.05,0,0.25,8983.35,112.29,1
LN000327,CUST000327,Mortgage,16566.36,5.12,120,588,675636.69,30,96.71,3.87,0.12,0,0.4,16566.36,795.19,2
LN000328,CUST000328,Mortgage,69604.67,10.7,120,732,2379563.87,0,84.1,4.92,0.06,0,0.4,69604.67,1670.51,1
LN000329,CUST000329,Mortgage,33107.14,7.51,360,773,1021401.49,90,78.41,5.07,0.17,0,0.25,33107.14,1407.05,3
LN000330,CUST000330,Auto Loan,25169.5,9.06,120,713,925559.91,0,84.72,4.39,0.06,0,0.4,25169.5,604.07,1
LN000331,CUST000331,Auto Loan,14030.63,5.52,60,783,1791651.8,120,44.56,3.85,0.17,0,0.25,14030.63,596.3,3
LN000332,CUST000332,Mortgage,17054.76,6.22,48,742,2062412.41,0,44.06,5.92,0.02,0,0.25,17054.76,85.27,1
LN000333,CUST000333,Auto Loan,8819.68,11.23,36,634,1101561.47,0,49.19,8.01,0.11,0,0.25,8819.68,242.54,1
LN000334,CUST000334,Auto Loan,33830.01,9.26,120,792,1930405.69,90,48.85,8.73,0.2,1,0.25,33830.01,1691.5,3
LN000335,CUST000335,Auto Loan,23887.1,11.65,48,722,2238405.9,60,65.24,3.78,0.02,0,0.25,23887.1,119.44,2
LN000336,CUST000336,Auto Loan,18460.5,11.99,360,586,1975308.25,60,49.44,7.94,0.11,0,0.25,18460.5,507.66,2
LN000337,CUST000337,Structured Credit,34624.39,7.6,120,636,326942.09,30,91.27,7.95,0.15,0,0.5,34624.39,2596.83,2
LN000338,CUST000338,Mortgage,46853.43,7.09,36,678,2111580.05,30,74.69,5.33,0.02,0,0.25,46853.43,234.27,2
LN000339,CUST000339,Mortgage,157194.4,11.01,240,743,1992582.16,0,62.1,3.66,0.02,0,0.25,157194.4,785.97,1
LN000340,CUST000340,Auto Loan,12602.89,11.99,120,592,1755903.04,0,44.18,8.94,0.11,1,0.25,12602.89,346.58,1
LN000341,CUST000341,Mortgage,81761.91,9.41,48,708,1960050.44,0,75.46,6.93,0.02,0,0.25,81761.91,408.81,1
LN000342,CUST000342,Mortgage,71766.36,10.57,360,654,2453707.14,0,46.99,8.89,0.05,0,0.25,71766.36,897.08,1
LN000343,CUST000343,Auto Loan,21049.56,10.47,360,778,1220004.0,0,84.59,5.9,0.06,0,0.4,21049.56,505.19,1
LN000344,CUST000344,Mortgage,41867.5,7.49,60,766,401252.28,0,88.17,5.37,0.06,1,0.4,41867.5,1004.82,1
LN000345,CUST000345,Auto Loan,26361.42,9.02,360,813,1287002.43,0,72.64,4.48,0.02,0,0.25,26361.42,131.81,1
LN000346,CUST000346,Mortgage,41356.38,10.83,240,598,354475.72,0,48.98,8.9,0.11,0,0.25,41356.38,1137.3,1
LN000347,CUST000347,Mortgage,104442.47,9.82,360,672,912063.42,90,87.21,4.52,0.21,0,0.4,104442.47,8773.17,3
LN000348,CUST000348,Auto Loan,55488.13,5.15,360,574,1570479.53,90,58.47,3.14,0.23,1,0.25,55488.13,3190.57,3
LN000349,CUST000349,Auto Loan,51845.63,7.36,240,680,946651.51,90,53.36,6.07,0.17,0,0.25,51845.63,2203.44,3
LN000350,CUST000350,Mortgage,26870.48,6.01,240,773,1792139.3,0,68.23,5.26,0.02,0,0.25,26870.48,134.35,1
LN000351,CUST000351,Mortgage,12850.79,6.63,36,648,2099469.24,120,95.36,4.57,0.27,0,0.4,12850.79,1387.89,3
LN000352,CUST000352,Structured Credit,31384.59,11.34,48,839,1195988.15,120,57.84,6.81,0.17,0,0.35,31384.59,1867.38,3
LN000353,CUST000353,Mortgage,84510.05,5.26,180,746,2275310.39,0,94.33,5.19,0.06,0,0.4,84510.05,2028.24,1
LN000354,CUST000354,Auto Loan,12468.77,6.54,360,658,429637.6,0,43.22,5.41,0.02,0,0.25,12468.77,62.34,1
LN000355,CUST000355,Auto Loan,17351.56,7.17,180,769,2140254.62,120,45.01,3.14,0.17,0,0.25,17351.56,737.44,3
LN000356,CUST000356,Mortgage,39671.46,9.32,180,813,2114289.58,0,81.91,6.53,0.06,0,0.4,39671.46,952.12,1
LN000357,CUST000357,Auto Loan,18228.5,8.74,60,757,974486.27,0,51.44,3.73,0.02,0,0.25,18228.5,91.14,1
LN000358,CUST000358,Mortgage,20852.59,6.53,120,631,922109.17,0,59.0,4.28,0.08,0,0.25,20852.59,417.05,1
LN000359,CUST000359,Structured Credit,26997.0,6.15,360,574,936463.71,0,48.18,7.3,0.11,0,0.35,26997.0,1039.38,1
LN000360,CUST000360,Mortgage,13961.63,6.66,120,735,2075635.85,0,59.93,4.88,0.02,0,0.25,13961.63,69.81,1
LN000361,CUST000361,Auto Loan,18363.4,8.52,120,557,2121220.35,0,56.83,3.98,0.08,0,0.25,18363.4,367.27,1
LN000362,CUST000362,Mortgage,59420.8,6.9,60,673,991875.53,90,84.18,6.46,0.21,0,0.4,59420.8,4991.35,3
LN000363,CUST000363,Mortgage,14542.65,11.63,180,698,1583328.28,0,82.12,4.29,0.06,0,0.4,14542.65,349.02,1
LN000364,CUST000364,Mortgage,11866.68,8.25,240,647,562599.77,60,97.3,4.63,0.12,0,0.4,11866.68,569.6,2
LN000365,CUST000365,Structured Credit,23364.72,5.41,120,765,1304752.16,0,83.47,6.73,0.06,0,0.5,23364.72,700.94,1
LN000366,CUST000366,Auto Loan,60619.32,10.1,240,650,2497283.91,30,81.69,7.44,0.09,0,0.4,60619.32,2182.3,2
LN000367,CUST000367,Structured Credit,31639.28,7.3,240,767,607388.08,90,81.65,7.44,0.24,0,0.5,31639.28,3796.71,3
LN000368,CUST000368,Structured Credit,26233.52,9.57,60,808,2382015.94,30,92.98,5.89,0.06,0,0.5,26233.52,787.01,2
LN000369,CUST000369,Auto Loan,37460.83,6.96,60,560,2104573.12,0,57.77,5.73,0.08,0,0.25,37460.83,749.22,1
LN000370,CUST000370,Auto Loan,10700.06,9.0,48,608,2437482.96,0,58.01,7.73,0.11,0,0.25,10700.06,294.25,1
LN000371,CUST000371,Auto Loan,51343.52,10.41,360,799,654052.21,120,84.47,4.16,0.21,0,0.4,51343.52,4312.86,3
LN000372,CUST000372,Auto Loan,47496.18,11.5,120,689,730416.6,0,53.72,3.91,0.02,0,0.25,47496.18,237.48,1
LN000373,CUST000373,Auto Loan,27268.41,6.83,180,587,287951.16,30,94.72,6.99,0.12,1,0.4,27268.41,1308.88,2
LN000374,CUST000374,Mortgage,73434.36,7.34,36,671,1880579.08,0,72.09,5.46,0.02,0,0.25,73434.36,367.17,1
LN000375,CUST000375,Auto Loan,16494.01,8.25,60,614,1699213.06,120,58.01,7.26,0.26,0,0.25,16494.01,1072.11,3
LN000376,CUST000376,Auto Loan,79980.35,11.49,240,695,650647.24,120,86.57,4.54,0.21,0,0.4,79980.35,6718.35,3
LN000377,CUST000377,Structured Credit,40463.09,11.31,48,674,2030076.17,30,58.74,4.95,0.02,0,0.35,40463.09,283.24,2
LN000378,CUST000378,Auto Loan,28693.14,5.63,36,740,923189.89,60,97.8,8.38,0.09,0,0.4,28693.14,1032.95,2
LN000379,CUST000379,Structured Credit,35813.8,5.92,60,812,553740.03,90,98.98,5.53,0.21,0,0.5,35813.8,3760.45,3
LN000380,CUST000380,Auto Loan,33688.6,8.47,48,845,1200766.0,120,80.01,6.55,0.21,0,0.4,33688.6,2829.84,3
LN000381,CUST000381,Auto Loan,85322.89,5.75,240,731,454682.16,120,46.82,3.64,0.17,0,0.25,85322.89,3626.22,3
LN000382,CUST000382,Mortgage,17091.3,7.42,120,708,842298.23,0,55.79,4.07,0.02,0,0.25,17091.3,85.46,1
LN000383,CUST000383,Mortgage,21295.19,6.04,360,836,1085500.06,60,70.93,3.22,0.02,0,0.25,21295.19,106.48,2
LN000384,CUST000384,Structured Credit,75012.65,9.45,360,711,2166694.39,0,91.09,5.55,0.06,0,0.5,75012.65,2250.38,1
LN000385,CUST000385,Mortgage,23935.68,11.65,48,812,2033234.67,60,51.09,8.93,0.05,0,0.25,23935.68,299.2,2
LN000386,CUST000386,Structured Credit,68211.82,11.98,60,766,1246197.14,120,46.26,8.24,0.2,0,0.35,68211.82,4774.83,3
LN000387,CUST000387,Auto Loan,119324.89,7.63,360,730,1880293.88,0,44.47,6.8,0.02,0,0.25,119324.89,596.62,1
LN000388,CUST000388,Auto Loan,27412.2,9.19,360,640,1529461.68,0,70.42,8.17,0.11,0,0.25,27412.2,753.84,1
LN000389,CUST000389,Mortgage,58510.04,10.99,120,566,1016894.17,60,93.08,6.57,0.12,0,0.4,58510.04,2808.48,2
LN000390,CUST000390,Structured Credit,16194.31,5.82,240,674,1883217.27,90,42.54,5.21,0.17,0,0.35,16194.31,963.56,3
LN000391,CUST000391,Structured Credit,61593.6,9.83,180,809,1787873.1,0,52.74,4.04,0.02,0,0.35,61593.6,431.16,1
LN000392,CUST000392,Mortgage,41755.93,7.86,360,763,1642962.49,0,81.6,6.92,0.06,1,0.4,41755.93,1002.14,1
LN000393,CUST000393,Auto Loan,50570.66,6.44,48,788,1640399.92,120,89.55,4.16,0.21,1,0.4,50570.66,4247.94,3
LN000394,CUST000394,Mortgage,23111.82,7.82,36,729,1786709.48,30,88.44,5.5,0.06,0,0.4,23111.82,554.68,2
LN000395,CUST000395,Auto Loan,11353.05,5.53,240,721,1115227.4,0,87.1,7.95,0.09,0,0.4,11353.05,408.71,1
LN000396,CUST000396,Structured Credit,51651.6,9.87,120,692,2205420.58,30,47.79,3.78,0.02,0,0.35,51651.6,361.56,2
LN000397,CUST000397,Structured Credit,8566.53,6.77,240,793,615192.65,120,63.83,3.77,0.17,0,0.35,8566.53,509.71,3
LN000398,CUST000398,Mortgage,29081.42,7.18,120,781,2238742.29,0,99.08,4.35,0.06,0,0.4,29081.42,697.95,1
LN000399,CUST000399,Mortgage,70180.61,5.85,240,721,1020134.15,120,99.33,6.31,0.21,1,0.4,70180.61,5895.17,3
LN000400,CUST000400,Mortgage,41536.52,11.05,180,826,531321.14,0,76.15,4.51,0.02,0,0.25,41536.52,207.68,1
LN000401,CUST000401,Auto Loan,142036.57,8.45,48,626,1600061.66,90,82.56,6.02,0.27,0,0.4,142036.57,15339.95,3
LN000402,CUST000402,Structured Credit,74427.17,9.01,36,598,1095970.01,90,97.08,4.81,0.27,1,0.5,74427.17,10047.67,3
LN000403,CUST000403,Mortgage,22977.51,8.99,360,797,2084874.39,0,67.0,6.04,0.02,0,0.25,22977.51,114.89,1
LN000404,CUST000404,Structured Credit,37016.51,7.87,180,832,1219267.3,0,48.21,4.67,0.02,0,0.35,37016.51,259.12,1
LN000405,CUST000405,Auto Loan,35131.05,6.35,48,836,1754265.68,0,80.14,8.88,0.09,1,0.4,35131.05,1264.72,1
LN000406,CUST000406,Structured Credit,11997.77,10.22,36,581,943580.48,90,97.61,5.96,0.27,0,0.5,11997.77,1619.7,3
LN000407,CUST000407,Auto Loan,18802.04,5.89,240,707,721267.84,90,81.83,7.46,0.24,1,0.4,18802.04,1805.0,3
LN000408,CUST000408,Auto Loan,24525.47,5.73,360,567,1123110.32,60,88.2,7.2,0.15,0,0.4,24525.47,1471.53,2
